Format Version,1.23,Take Name,heart_sim_output_1778568919,Take Notes,,Capture Frame Rate,10,Export Frame Rate,10,Capture Start Time,2026-05-12 04:55:19 PM,Total Frames in Take,,Total Exported Frames,,Rotation Type,XYZ,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Tag0,Tag0,Tag0,Tag1,Tag1,Tag1,Tag2,Tag2,Tag2,Midpoint,Midpoint,Midpoint,Pink,Pink,Pink,Green,Green,Green
,ID,Tag0,Tag0,Tag0,Tag1,Tag1,Tag1,Tag2,Tag2,Tag2,Midpoint,Midpoint,Midpoint,Pink,Pink,Pink,Green,Green,Green
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.0000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,
1,0.1000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,
2,0.2000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,
3,0.3000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,
4,0.4000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,
5,0.5000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,
6,0.6000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,
7,0.7000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,
8,0.8000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,
9,0.9000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,
10,1.0000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,
11,1.1000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,
12,1.2000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,
13,1.3000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,
14,1.4000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,
15,1.5000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,
16,1.6000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,
17,1.7000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,
18,1.8000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,
19,1.9000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,
20,2.0000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,
21,2.1000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,
22,2.2000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,
23,2.3000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,
