Format Version,1.23,Take Name,heart_sim_output_1779078725,Take Notes,,Capture Frame Rate,10,Export Frame Rate,10,Capture Start Time,2026-05-18 02:32:06 PM,Total Frames in Take,,Total Exported Frames,,Rotation Type,XYZ,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Tag0,Tag0,Tag0,Tag1,Tag1,Tag1,Tag2,Tag2,Tag2,Midpoint,Midpoint,Midpoint,Pink,Pink,Pink,Green,Green,Green
,ID,Tag0,Tag0,Tag0,Tag1,Tag1,Tag1,Tag2,Tag2,Tag2,Midpoint,Midpoint,Midpoint,Pink,Pink,Pink,Green,Green,Green
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.0000,,,,,,,,,,,,,,,,,,
1,0.1000,,,,,,,,,,,,,,,,,,
2,0.2000,,,,,,,,,,,,,,,,,,
3,0.3000,,,,,,,,,,,,,,,,,,
4,0.4000,,,,,,,,,,,,,,,,,,
5,0.5000,,,,,,,,,,,,,,,,,,
6,0.6000,,,,,,,,,,,,,,,,,,
7,0.7000,,,,,,,,,,,,,,,,,,
8,0.8000,,,,,,,,,,,,,,,,,,
9,0.9000,,,,,,,,,,,,,,,,,,
10,1.0000,,,,,,,,,,,,,,,,,,
11,1.1000,,,,,,,,,,,,,,,,,,
12,1.2000,,,,,,,,,,,,,,,,,,
13,1.3000,,,,,,,,,,,,,,,,,,
14,1.4000,,,,,,,,,,,,,,,,,,
15,1.5000,,,,,,,,,,,,,,,,,,
16,1.6000,,,,,,,,,,,,,,,,,,
17,1.7000,,,,,,,,,,,,,,,,,,
18,1.8000,,,,,,,,,,,,,,,,,,
19,1.9000,,,,,,,,,,,,,,,,,,
20,2.0000,,,,,,,,,,,,,,,,,,
21,2.1000,,,,,,,,,,,,,,,,,,
22,2.2000,,,,,,,,,,,,,,,,,,
23,2.3000,,,,,,,,,,,,,,,,,,
24,2.4000,,,,,,,,,,,,,,,,,,
25,2.5000,,,,,,,,,,,,,,,,,,
26,2.6000,,,,,,,,,,,,,,,,,,
27,2.7000,,,,,,,,,,,,,,,,,,
28,2.8000,,,,,,,,,,,,,,,,,,
29,2.9000,,,,,,,,,,,,,,,,,,
30,3.0000,,,,,,,,,,,,,,,,,,
31,3.1000,,,,,,,,,,,,,,,,,,
32,3.2000,,,,,,,,,,,,,,,,,,
33,3.3000,,,,,,,,,,,,,,,,,,
34,3.4000,,,,,,,,,,,,,,,,,,
35,3.5000,,,,,,,,,,,,,,,,,,
36,3.6000,,,,,,,,,,,,,,,,,,
37,3.7000,,,,,,,,,,,,,,,,,,
